iter,min_cost,height,vel_x,height_cost,quat_cost,joint_cost,sym_cost,vel_cost,lateral_cost,jvel_cost,n_saturated,max_raw_torque
32,37215.275412675386,0.28501474402244664,0.23505810340202715,270.66596559364007,0.07613710701819434,0.0,7.529141192632599,210.87249668708978,1.7740863843545454,1279.6728472032066,5,118.16503498466089
33,34191.0255434495,0.2854910446880385,0.23976082776515895,267.95827902475014,0.08430018722047396,0.0,7.764509690848379,181.4378935769422,1.4793743013101224,1543.3422145615582,7,134.82580025974823
34,32340.938039173547,0.2859427297668182,0.25095898987389553,265.4031025115335,0.09349265901954565,0.0,8.049757276343184,120.25103370943398,3.5985611856273714,726.8393746915427,6,114.64379686921433
35,30088.29243134778,0.28646910893353833,0.2345768471237374,262.4408275105896,0.11749677905185921,0.0,9.205471836442563,214.00944661354137,5.53465597742171,773.7095053525871,8,105.8278812849854
36,29591.13468440072,0.2870013133709059,0.23467135384449891,259.4626714420934,0.13988252614288,0.0,9.034923631888123,213.39160042553326,3.997151466720553,715.1229817167493,5,69.15462245176262
37,29477.72940683095,0.2874816775364751,0.22192013168770308,256.7891997439434,0.15046981586267605,0.0,9.003505244941183,304.8232917832813,3.9412718717353417,264.53058793924936,6,52.6622606107505
38,27541.45356894116,0.28794288571717047,0.23391772989368148,254.23536870245812,0.15783716680094279,0.0,10.093347944189153,218.34332112022182,4.844263234855623,302.67781529360934,4,122.59435088999003
39,28818.988829431477,0.2884063236559235,0.2470728214951725,251.68204638670318,0.1692785262228583,0.0,11.188100024442024,140.0643112240936,6.6996148615987074,237.7128193754216,4,160.78553404176
40,28152.838017444057,0.2888046403544138,0.251090807749163,249.49780862663454,0.20170943194479884,0.0,9.92639931972777,119.60545433146673,5.2649217782126,236.56282557882776,6,71.38754553936977
41,27024.3520793222,0.28919712963652117,0.2519597765946217,247.35483798740233,0.251416911673324,0.0,10.55133478877714,115.39315324193275,7.5226311562107515,451.67607777951184,8,90.11078530230294
42,25776.919957166843,0.2895713409951899,0.2760606976851143,245.32027108224682,0.3160102287079615,0.0,11.151335947271981,28.654509766174513,10.71716606101861,604.6600708947451,5,107.27214679096915
43,27205.336498663306,0.2898915164007944,0.26459718529830445,243.5861644964491,0.38891557386524883,0.0,12.344329966799195,62.66796444012949,9.327202841636815,632.3296249483471,6,126.54700826152688
44,26166.348995073888,0.29014868277490835,0.25816385355069404,242.19777621252157,0.4856991243603812,0.0,11.84826753927603,87.51315748638872,8.05944077374203,410.45872767588105,6,82.66800831946091
45,26050.443818619475,0.2903271993519245,0.2812718526851647,241.2363352820846,0.582339520847101,0.0,9.091446217702819,17.53717509230863,5.401681576574667,776.6950305476354,8,100.61120007528294
46,24972.250833577033,0.29045435946174974,0.26985301124647887,240.55265218216584,0.7003213588493472,0.0,8.279401661294582,45.44204654524645,5.584171611801875,349.81982285442484,5,78.90761907174542
47,24629.13122565153,0.2906609860120669,0.27528467657477385,239.44378261008313,0.861742555442065,0.0,7.932571630679985,30.542360600676606,4.468248724725685,813.14807229964,4,72.3687335512189
48,25771.314545925812,0.2907811851859134,0.26958186040892324,238.79990750490842,1.0604816611608452,0.0,9.053809751415237,46.263160809111554,9.636571984564025,424.77562927304075,5,65.57424056382162
49,25182.09116414561,0.29088072471333226,0.2791574165935923,238.26735682862602,1.2330008486172688,0.0,8.658613462052982,21.720664152653104,3.8552093723724803,177.15452998994897,5,76.65882142044633
50,24821.549566834743,0.29107354646996436,0.2817320574603169,237.23742412288766,1.4480241137668515,0.0,9.222847323796504,16.685886231658195,4.396743362797131,222.78219422150266,3,59.89151838076724
51,24838.145512068317,0.29125544018635313,0.2812951826319897,236.2679068955384,1.7019398389172369,0.0,7.950609762839841,17.493509638530938,3.058833630440132,484.3250763825575,5,86.04905580031603
52,24331.573013640205,0.29139723484518937,0.27739058276875656,235.5134997923558,1.9673394134090858,0.0,7.19404443552043,25.559287376822375,4.872399543777853,337.23952089292766,6,103.35356432675664
53,24145.79953908987,0.29152206393580365,0.27063227592637884,234.8503551054005,2.28225211608874,0.0,6.330343721563947,43.12316086321736,2.4518015719092414,263.5565368396377,4,42.65960163832798
54,24304.17881708717,0.2915755246911499,0.2690523815377592,234.56663500936332,2.5501739856503787,0.0,6.138285790162233,47.88775442422142,2.1361980113450203,490.27332966701204,2,110.72484312143865
55,24208.77513970639,0.2915528640652696,0.26514093351738954,234.6868756517004,2.840058484025707,0.0,7.398068700034888,60.75772580195275,1.6950568202958125,343.7811593625104,5,69.60032238308324
56,23738.478998285624,0.2915381291803449,0.27411393363341996,234.7650776674005,3.1942355569695646,0.0,7.335277213473116,33.50442159674929,2.2281506933710973,132.21040281768842,7,79.29845868521632
57,23341.971134738276,0.2915312064996977,0.2671435862264705,234.80182270197386,3.628084059510775,0.0,9.434513797366918,53.97719630286892,0.9407960872688768,381.4476500388621,8,89.40183312196658
58,23290.281932130205,0.29158262978253524,0.2601884725246237,234.52894068516676,3.964827781695793,0.0,9.711499398899516,79.24788599613214,0.11444387105766547,138.5715518702599,5,55.34303448225067
59,23318.196498415266,0.29159817500632257,0.2678810702581533,234.44647986638319,4.279982542892528,0.0,9.450608297191842,51.58128238808427,0.08845635823651345,530.5354954770468,7,82.47457591048823
60,23213.924402411834,0.29157651924853084,0.26666734954705595,234.5613584461631,4.5952752457154915,0.0,9.854361686716254,55.55327931090751,0.14419943011874323,698.2165569260081,6,114.46054667883163
61,22763.186394971868,0.29156584469524144,0.2752042803119985,234.61799473398474,4.8654622418970135,0.0,9.213242736083371,30.74138574229722,0.023036833809861202,180.964386192839,4,72.04754482504711
62,24937.640149984036,0.2916082935259526,0.2668839723917023,234.39281320182474,5.198586636564802,0.0,8.307391432098377,54.83356422767672,0.5393435563918154,329.5667821338953,5,80.61034551763328
63,23606.236826479304,0.29166016780083953,0.26933504475001036,234.11777858927488,5.453863942567033,0.0,7.018778685370129,47.01697402419334,0.048784839837965804,351.38563945198547,4,50.21517919353695
64,24723.31389970853,0.2917256434319129,0.28585723257184287,233.77086082529362,5.699702865443452,0.0,7.303080224966352,10.000893526347099,0.02475697084974058,271.61384717080347,4,102.30956054419138
65,23435.141073934632,0.2917834187778362,0.2774761578739935,233.4649560757987,6.107348873447589,0.0,6.1831078972334925,25.366173205863248,0.015830861918566207,522.2699651362384,7,75.99540792582788
66,23496.499841073186,0.29179096328583237,0.2591305126151369,233.42502474124117,6.446447670090561,0.0,6.173138553150832,83.51574995507407,0.10672990504934693,122.51682784594551,5,59.10133041095743
67,23490.355359784066,0.2917934791336928,0.30160459391938715,233.41170970014866,6.428863471065697,0.0,6.178981221106858,0.07724164938402792,0.16710519293725773,478.92926127884124,6,107.43748834816495
68,22552.012764495405,0.29173892237164123,0.3059062603853004,233.7005347235752,6.394825677384259,0.0,6.2821345276767,1.0465173521690645,0.3670834066017138,181.5707206514951,6,133.85619067779365
69,23176.588392512185,0.29169084666807643,0.31755979761242203,233.95519686603566,6.368400612121116,0.0,7.260221961260271,9.250394765676688,0.09646891263226412,736.2422610458109,6,76.06918321569012
70,23440.747947276584,0.29166903547083806,0.29361003661054874,234.070778839562,6.3339537734204425,0.0,6.684105875903697,2.0415816059263636,0.11062311295595936,187.97352777866453,2,51.55115200757939
71,23234.347903617094,0.29164730997039007,0.3019126222789044,234.18593506405006,6.0240622370946175,0.0,5.681062888738564,0.10974371945284725,0.0538331563085537,527.6417257618062,7,84.75045286761573
72,23353.55099971402,0.29165393948226004,0.2964028660169339,234.15079227012515,5.671603454481789,0.0,5.114495953189203,0.6469686446064503,1.0739971481381754,258.5055729822575,5,138.1676135371369
73,23544.275662727392,0.2916676486283235,0.2871908085684661,234.07812896547958,5.3563034113920835,0.0,4.464039984496399,8.203769256484025,0.6544321049225146,308.75099831457896,8,143.71999382926117
74,22045.068535055267,0.29175129714549797,0.29663075731900784,233.63500666506587,5.095142485947528,0.0,4.738369341402949,0.5675898121709572,2.508635914495412,171.51694199659713,5,109.13220272353303
75,23400.674843291436,0.291813452487783,0.30362739291213187,233.30601486373516,4.888433656949345,0.0,4.905682492918152,0.3947393801695374,0.637047923192489,184.98293997872136,6,120.16489506032491
76,22160.470172724003,0.29187048291336887,0.2877181476324659,233.0043534576843,4.715432673368089,0.0,4.611160245675731,7.542194878895144,0.8082643532777013,302.10331959397524,8,132.85175636445175
77,23475.065591537368,0.2919898544961221,0.2960956200864706,232.3735713484129,4.465410498711952,0.0,3.811896138702824,0.7622091254585831,0.08274131514420784,175.84092970687198,6,112.50039162041259
78,23479.252232468716,0.2920998184558054,0.2830038770146208,231.79325746507106,4.288121817972823,0.0,4.668249804750666,14.443409826706707,0.051772729631872766,405.8730350395548,5,72.29100785997778
79,23485.986502048283,0.29216369828492533,0.2726595673994789,231.4564769694489,4.054117378270115,0.0,5.573938166766533,37.37496273918185,0.175759410346905,387.65083011664103,4,116.87010696234566
80,22259.546835667894,0.29227432943316517,0.2788065214551092,230.87379829202493,3.7809533485018423,0.0,4.551347054964539,22.458176641637305,0.026060971979939448,337.6404833997116,8,79.11414201103337
81,21866.407723414617,0.292398696273756,0.31355296618277834,230.21965243612968,3.459031304084901,0.0,4.432273918964922,5.510486770546005,0.03629057683630296,357.5688055778033,6,114.11477595490751
82,22245.80555974063,0.2924653894743882,0.2857358534946124,229.8692411961164,3.2767700287966104,0.0,3.6233762589471104,10.173293776358062,0.24815366845290993,376.2401029482482,6,83.11610689906749
83,22665.836029639417,0.29247558339425944,0.2815929699362849,229.81570506525702,3.1430754350581362,0.0,3.504996973695184,16.940937788325538,0.005233850089281693,557.3265017194882,3,87.94588647976855
84,22009.95353026411,0.2924250339818764,0.30266048532850043,230.08124019226503,2.9708577480509586,0.0,2.8659852121859326,0.2123454654949827,0.1457280628643758,383.07997231458774,4,89.86898906331902
85,21946.72980040013,0.29235450035724725,0.31581788038320124,230.4520082288332,2.696126230033549,0.0,3.4635678583978904,7.506160194517892,0.5192533280230504,326.79822454297164,5,80.57883292935283
86,22450.832140210576,0.2922307788632749,0.30295481573016536,231.10308536842047,2.453420937869266,0.0,3.4630220025205776,0.26192807997698164,0.20981215484969262,110.47420919349048,8,84.20348474769258
87,22042.931607131977,0.29211094804450377,0.28364266421969075,231.7345636090775,2.3159537303595967,0.0,2.676790715931249,13.378121691489236,0.02678999209071208,403.37109983348853,3,118.15128958109509
88,21826.633889451172,0.2920876478854442,0.2810460550019954,231.85744962940922,2.1603563899011453,0.0,2.1394119959759217,17.96260154936912,0.3242683042240107,412.81755394895345,7,106.7795099596491
89,21567.309430567166,0.2920635323336221,0.2588824856856263,231.98467036919786,1.9798258037414307,0.0,1.4328385155113945,84.53249916963637,0.43552018821089733,390.53900722000253,5,73.53971483592052
90,21088.64670120009,0.29196594507770635,0.2640171859768979,232.49984478184248,1.717367656987188,0.0,1.4202171812144404,64.73814525105767,0.12401040163907003,287.5526450453758,2,72.80398391872511
91,22214.033700249416,0.2919460783728402,0.29038409839193996,232.60479341766003,1.465826329770942,0.0,1.046543817559946,4.623278186794573,0.45551925653298203,235.5431641540451,1,50.06510742989779
92,22755.7417759043,0.2919690591930967,0.2954326895187804,232.4833961804555,1.2478191246134605,0.0,0.9482904856995085,1.0430162515929258,0.2220765874894382,220.62198228018661,6,71.86695700277173
93,22358.813108627164,0.2919624393978384,0.2913554617560442,232.51836230337835,1.0586260332115218,0.0,0.9732940909010062,3.7364020725607032,0.10667135794855884,167.19370566406255,6,89.38955980603895
94,22358.42825110426,0.2919235655931118,0.29182320341277074,232.72374893492653,0.8209081402864393,0.0,0.6539507161604096,3.3430001214461966,0.41336194294256695,225.64011886925968,4,53.91240803732614
95,22112.30541239719,0.29198204351458806,0.28996407741897723,232.4148199160361,0.6385837490333743,0.0,0.4881473232041646,5.035987102614127,1.3471551602169873,212.8047399179324,5,68.50341724486984
96,21642.148456085724,0.29194355833988167,0.2708704701674923,232.61810753525472,0.47960339057357526,0.0,0.517560509349156,42.42647541314769,2.438886417381993,159.63025470491343,5,90.23610098364988
97,22184.922709339477,0.29201185555697334,0.2798371180750488,232.25740687580773,0.3336553916326378,0.0,0.3970601929360005,20.327090375976177,3.8877207640844396,243.30033968604982,5,137.93177439505843
98,22235.275701313774,0.2921262613845416,0.26161084160123144,231.65381814773707,0.2459270976011919,0.0,0.606708033634011,73.6863741282871,3.7822076358282213,379.3055995413057,3,77.32423129476595
99,21485.69318581653,0.29214557672073366,0.26158887381346857,231.5519906919749,0.1815441018623106,0.0,0.8682061022283184,73.77073074588199,4.535902772356277,269.15360731715657,4,49.99541221576719
100,22537.700012402467,0.29222631444509,0.27925660872590646,231.12659627676646,0.12057772409414866,0.0,0.8401188208183372,21.51441407750697,3.0585030664344175,309.698917799954,4,61.391178610854524
101,22104.64429262316,0.2922743758102568,0.2807394051975435,230.87355418440183,0.08330233344355491,0.0,1.2986187178928676,18.54852560722074,3.146906097528242,415.48563615531464,6,169.53179979934762
102,21809.651668214836,0.29231403365106884,0.2903149894988815,230.66486083637665,0.04924129515700783,0.0,1.4380596959318395,4.689971420338756,2.18262528152464,308.6403848904108,6,96.88375686256839
103,22538.462117043844,0.29226237008939554,0.26902613164632694,230.93675106990585,0.031528723600037195,0.0,1.3044176948242523,47.969026039533446,4.036153302145439,327.39430986697533,6,77.70338521814108
104,21853.281039879388,0.29226427820955714,0.27781630805853463,230.92670634269973,0.01701417583584126,0.0,1.7450441411364042,24.605809407691748,0.874665407225495,432.1557665852683,7,59.50254730592134
105,22809.3007970708,0.29239354000000606,0.29742315957994736,230.24675501191618,0.007935503889523484,0.0,1.6024651518547257,0.3320053275208503,2.2237248385526547,157.39641618069473,3,123.9913772069196
106,22635.315547632857,0.29257124229907533,0.31062185884768656,229.31363019380987,0.003647705345358925,0.0,1.4118912138987056,3.384716561405325,4.3666332060602295,294.61903692183864,3,49.357818721550196
107,23040.53870326203,0.29278541478585085,0.28546000025495505,228.19151622228253,0.0010568131839673027,0.0,1.7178925025500886,10.570579629295347,2.367556077227888,179.25312612205624,7,59.7070580058003
108,22748.57490907058,0.2929221843156529,0.2882133316968083,227.47637953071367,0.0003016219232195478,0.0,1.7559327365259714,6.946277484473188,3.159496211867253,282.10819870567786,5,85.59756735824188
109,22472.096873844046,0.29304872618541794,0.2774201724151588,226.81572053935272,7.298762615443288e-5,0.0,2.1382959712800336,25.492430688057716,7.151759961660724,439.6179483731486,2,101.50388472686315
110,22218.34213723131,0.29326258385146076,0.285327371884565,225.7013808037463,1.8476748882550292e-5,0.0,2.382300508867543,10.764300790692705,5.209871532974244,113.90748391587113,5,103.87234452352554
111,23016.42610014706,0.29349952238805127,0.2820613444792205,224.46997881285733,1.1490919323881601e-5,0.0,2.255796238751002,16.089768094659643,6.891317545495927,148.20478173810673,5,49.14621668014493
112,22747.436267082674,0.2936572020229984,0.314186625770977,223.65236287491945,2.7711285214380785e-5,0.0,1.9204844337199625,6.037810522972474,6.354629555573901,148.30522094763288,6,41.75962351703624
113,21407.851406766626,0.29380496874399376,0.3102130629235489,222.88750239671683,0.00040647188339919894,0.0,2.0881164465523843,3.1291996284110755,5.1662096442629695,243.50690390306139,4,102.40864239408675
114,22277.710707022783,0.2939622015276292,0.3129698295351472,222.07508297916877,0.002155276952478655,0.0,2.1461887808971842,5.0464943451232935,6.847918929606456,260.4817769590993,10,87.13977735826934
115,21821.823583667963,0.2941122748775303,0.32592561171570394,221.30103980138753,0.004881025390673314,0.0,1.9879409828428867,20.164120285003385,5.204460294312069,346.46475496383505,5,59.13820646740321
116,22549.446309786545,0.29429376140824653,0.31549488399973036,220.36678000639716,0.007102993311311876,0.0,2.303382442686879,7.202742904953006,10.29090398482947,358.7213590053429,4,79.11287864541335
117,22700.752564370465,0.29454461362518364,0.3308960958721901,219.07869181407452,0.010354513209539439,0.0,2.468777537690706,28.637062204306883,10.323261425698051,168.8949485473307,4,76.42810504050283
118,22382.002379523772,0.2948130217206663,0.3301839966063951,217.7046380509101,0.019298189528429464,0.0,3.0050211358629806,27.33220953404611,10.89453897264398,173.89693532415887,3,48.52750983902191
119,22485.05623541822,0.29500185251643407,0.309017544748147,216.74055226914078,0.03597636928445713,0.0,3.6272455073504304,2.4394833985450237,10.54917639448424,644.2840902702728,6,106.75647318691935
120,21630.05591050117,0.29520963855214816,0.3143268026884497,215.68216183372084,0.06354789625975396,0.0,3.766261709906429,6.157718258213098,10.748705042463419,115.37551613877173,6,55.81912238299259
121,22269.736747420386,0.29542098691726937,0.3014740900332994,214.60828362146162,0.07231486882692657,0.0,3.8067190200932846,0.06518824278817899,13.20771383598681,298.1646775188338,4,70.4214815284093
122,21914.833906928678,0.29564032992741857,0.29131533875468346,213.49661804264377,0.08191901484000486,0.0,3.9213948341103873,3.771167047295141,14.907620099914855,513.8362555642514,7,79.19389604519094
123,23384.930539489545,0.29584758882933865,0.2877094319743662,212.4488491750815,0.08783485695511593,0.0,3.8773526270942957,7.552903119636565,14.994421622995896,368.08840130403615,7,83.72962872444418
124,22148.694521667065,0.2960510192239626,0.3135250403901347,211.42294120006494,0.1239570492728844,0.0,4.368648581143611,5.487801526643242,14.134319793551608,323.9823450139783,6,67.83388477318162
125,22493.419112951786,0.29616427189320577,0.2961219396639845,210.85287921588989,0.1613510371086835,0.0,4.560552987803367,0.7519675984888364,10.241460242333357,108.4953015867008,5,55.32100124075334
126,23182.330898350887,0.29633658835901167,0.2912689498935747,209.9869934222839,0.18652891598318824,0.0,4.91956747962147,3.81156179804544,13.381927722640114,249.09606783996298,4,83.40212146481599
127,22648.57098447587,0.2963958651267704,0.27226723662362956,209.68954103703496,0.2169809547971635,0.0,4.921951130760845,38.455308224487645,9.89799940554652,254.39145554960857,5,99.6776873722682
128,21266.28204457685,0.29639083698072227,0.2719842721787362,209.71476422352478,0.28025365584384737,0.0,4.5178785878511825,39.244050267756634,8.14505302110715,314.66478610917966,1,37.273934210942926
129,21784.613730372355,0.29642243228011056,0.2885579532141511,209.55629477918117,0.31294755432452903,0.0,4.610515975164376,6.546021732477722,10.424224116297204,179.6191245364284,2,64.18420778026034
130,21572.339316582158,0.29641537257055717,0.27795617086187535,209.59169827556303,0.301752643996784,0.0,4.724664489171382,24.296520153541643,11.74676053895577,673.3099209656245,7,104.13458121665583
131,22296.401270799943,0.29648707866813845,0.26756235449583554,209.2322408814509,0.328899484626996,0.0,5.133326735588462,52.610042292692,8.878900505495231,248.54570103720604,5,73.04242756111866
132,22562.695581186887,0.2965416543465701,0.29996722975753964,208.95886377622148,0.3670577739686449,0.0,5.705595998014127,5.369443954548952e-5,6.899464567124542,218.68870855359162,6,57.82193092915158
133,20841.971609531607,0.29659002287268765,0.30603411541924885,208.7167285313631,0.33425770911338465,0.0,5.92961442099652,1.092316466784507,4.15699767804878,467.07829935351276,6,127.43234500725049
134,20926.413429438224,0.29667178540835104,0.32544035094176954,208.307740410957,0.29989758509671866,0.0,6.786390233900236,19.416343681211846,3.9924790128902194,555.5190748047493,4,107.46626555911449
135,21538.932094632306,0.2968146802394815,0.29775272928906255,207.59392270979137,0.32098178859097515,0.0,7.475259133556399,0.25251128241186416,1.0945636984001932,115.00817814248025,5,83.80302323616014
136,23242.281363907052,0.2968980558821989,0.3019614784634516,207.17799348474404,0.33560916899802434,0.0,7.979358523995811,0.11542193287753666,1.543641135575349,106.2159084235916,5,53.79439101939591
137,21608.57448037851,0.29691103135491836,0.2927212745892099,207.11330131510078,0.41282561194489054,0.0,8.099759328974436,2.648992180284083,0.29127936125193854,347.62533164601086,7,82.97486317341097
138,22444.42786302445,0.2969734290228708,0.2889270271433165,206.80234464660808,0.4333902809775252,0.0,8.43185140025868,6.130536394242496,0.9530046312666298,288.1175263471453,5,99.6658905187112
139,21919.740823284767,0.29695002051327096,0.2974362040779403,206.91897278238343,0.4542374098761836,0.0,9.063618273945307,0.32865247649849383,0.8962803687300135,264.4035147217604,7,87.46129440721123
140,21747.832930428798,0.2969763894880218,0.3057129613761607,206.78759707333975,0.4750145208061731,0.0,9.080712711383994,0.979137830565129,0.29866329844051354,138.87059014908513,6,65.42873222398829
141,21530.74727218448,0.2969669201437662,0.2779988961497122,206.83477051235104,0.5417091047471323,0.0,8.930383020994956,24.202428531557448,0.22646816345101553,419.29051938007836,7,87.78230095448272
142,20916.705455511543,0.2969662441772768,0.29551745160669785,206.83813818082862,0.610713674104506,0.0,9.378451533801135,1.0046620049147816,0.4496251957266009,758.9070766305529,5,119.70573666557794
143,20895.548271874486,0.2968930052714074,0.26810190314058696,207.20317718454965,0.611467609139644,0.0,9.602429198316017,50.874429162624764,0.3832569397953788,272.63240243233383,4,55.93022989255834
144,22008.31465256614,0.29681616773725555,0.26135630325305287,207.58649849749213,0.5931582099969203,0.0,10.315344170115868,74.66676491350057,0.35444653913376845,291.5085534201563,6,94.97358495619136
145,21540.49451981055,0.2968642357500534,0.2724314510782336,207.3466589226811,0.510251328403658,0.0,10.689810289350032,38.0012444825914,0.007622361270127017,260.187401319228,8,115.27043183569472
146,20679.080730675396,0.29687668586416005,0.2980579096260591,207.28456058776592,0.48408025191266907,0.0,10.996570366174252,0.18858575102769246,0.19717348100578191,434.24315089618574,4,73.3321770012874
147,21525.902981916115,0.2968617661375591,0.3164350315916102,207.35897789297746,0.4704820732352538,0.0,11.388672567356606,8.103307902516754,1.7714187831314436,122.45744876544802,7,101.35963695961536
148,20638.065931430312,0.29691847219962647,0.30362735084409986,207.0762078493272,0.41798000095646465,0.0,12.28775263334294,0.3947302243857622,1.4684273235194594,285.12139335685214,5,101.53339862465712
149,20255.238818226524,0.29695184797904034,0.3258815682815682,206.90986662289282,0.398532634532438,0.0,12.193869756720938,20.095667301404365,3.453185744660728,366.52510266394484,6,61.60446331936774
150,19676.809126657132,0.29691677270078587,0.33172534226165806,207.08467975358644,0.381240858468822,0.0,11.973415807026777,30.194920248580438,2.53060554794593,364.277624545477,6,70.00006954866559
